Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG,npxG,xA,npxG+xA,xG per 90,xA per 90,xG+xA per 90,npxG per 90,npxG+xA per 90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_x,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Cmp,Att_y,Cmp%,TotDist,PrgDist,Cmp short,Att short,Cmp% short,Cmp medium,Att medium,Cmp% medium,Cmp long,Att long,Cmp% long,A-xA,KP,1/3,PPA,CrsPA,Prog,Player_is_missing,Nation_is_missing,Pos_is_missing,Squad_is_missing
Jacob Ramsey,16,7,2,19,22,6,626,7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.07,0.04,0.11,0.07,0.11,11,7,4,6,1,0,12,0,12,199,60,30.2,78,83,38,17,6,0,11,6,17,9,0,188,220,85.5,3360,717,86,98,87.8,71,80,88.8,25,30,83.3,-0.3,6,16,1,1,15,FALSE,FALSE,FALSE,FALSE
Kayne Ramsey,16,1,16,19,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,0,3,3,100,0,8,5,62.5,7,1,0,1,1,0,0,1,6,4,0,18,26,69.2,286,101,6,7,85.7,8,10,80,1,4,25,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
Marcus Rashford,16,4,13,22,37,33,2920,32.4,11,9,11,0.34,0.28,0.62,0.34,0.62,9.3,9.3,3.6,12.9,0.29,0.11,0.4,0.29,0.4,16,10,2,6,8,5,24,20.8,19,345,74,21.4,38,144,163,24,3,0,21,10,26,9,0,995,1234,80.6,15841,3175,540,617,87.5,342,408,83.8,83,129,64.3,5.4,41,34,56,6,96,FALSE,FALSE,FALSE,FALSE
Tim Ream,53,1,8,32,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,2,0,5,8,62.5,3,37,10,27,16,20,1,14,6,0,8,4,14,31,1,396,434,91.2,8687,2742,102,106,96.2,220,228,96.5,72,94,76.6,0,0,31,0,0,24,FALSE,FALSE,FALSE,FALSE
Nathan Redmond,16,9,16,26,29,17,1738,19.3,2,3,2,0.1,0.16,0.26,0.1,0.26,3.3,3.3,3.3,6.6,0.17,0.17,0.34,0.17,0.34,32,17,14,13,5,8,20,40,12,378,106,28,96,157,125,29,2,0,27,18,50,11,0,564,743,75.9,9326,2326,281,338,83.1,216,280,77.1,50,76,65.8,-0.3,29,35,31,5,74,FALSE,FALSE,FALSE,FALSE
Harrison Reed,16,7,8,25,31,26,2247,25,0,2,0,0,0.08,0.08,0,0.08,0.3,0.3,1.4,1.8,0.01,0.06,0.07,0.01,0.07,68,42,29,36,3,25,84,29.8,59,525,160,30.5,232,246,47,47,12,0,35,52,120,58,0,1262,1460,86.4,24280,5739,467,506,92.3,625,688,90.8,155,228,68,0.6,22,86,18,4,97,FALSE,FALSE,FALSE,FALSE
Sergio Reguilón,17,1,17,23,27,26,2244,24.9,0,3,0,0,0.12,0.12,0,0.12,1.6,1.6,1.7,3.2,0.06,0.07,0.13,0.06,0.13,51,27,31,13,7,18,43,41.9,25,388,112,28.9,177,141,70,53,7,0,46,35,86,64,0,1076,1393,77.2,18509,6530,525,591,88.8,466,569,81.9,72,172,41.9,1.3,17,60,27,16,82,FALSE,FALSE,FALSE,FALSE
Bobby Reid,27,8,8,27,33,28,2372,26.4,5,2,5,0.19,0.08,0.27,0.19,0.27,4.8,4.8,1.4,6.2,0.18,0.05,0.23,0.18,0.23,32,20,15,10,7,10,33,30.3,23,410,106,25.9,122,158,130,37,6,0,31,17,49,41,0,612,826,74.1,10197,2922,308,360,85.6,230,297,77.4,54,120,45,0.6,15,38,28,6,60,FALSE,FALSE,FALSE,FALSE
Declan Rice,16,7,19,21,32,32,2879,32,2,1,1,0.06,0.03,0.09,0.03,0.06,3,1.5,2.1,3.5,0.09,0.06,0.16,0.05,0.11,77,53,45,31,1,24,55,43.6,31,495,149,30.1,212,246,37,54,13,0,41,68,145,46,1,1298,1506,86.2,25003,6065,525,580,90.5,567,628,90.3,192,261,73.6,-1.1,19,113,21,9,94,FALSE,FALSE,FALSE,FALSE
Richarlison,7,4,7,23,34,33,2861,31.8,7,3,6,0.22,0.09,0.31,0.19,0.28,11.5,10.7,3.2,13.8,0.36,0.1,0.46,0.34,0.44,49,30,27,18,4,13,42,31,29,574,143,24.9,130,240,204,33,3,0,30,20,69,38,0,534,772,69.2,8273,1745,297,375,79.2,186,261,71.3,36,62,58.1,-0.2,25,24,14,1,42,FALSE,FALSE,FALSE,FALSE
Jaïro Riedewald,35,7,6,23,33,19,1820,20.2,2,0,2,0.1,0,0.1,0.1,0.1,0.7,0.7,1,1.6,0.03,0.05,0.08,0.03,0.08,33,21,15,15,3,13,37,35.1,24,297,85,28.6,114,148,35,46,7,0,39,24,57,29,0,533,628,84.9,9123,2310,251,283,88.7,214,245,87.3,55,76,72.4,-1,11,46,8,0,42,FALSE,FALSE,FALSE,FALSE
Matt Ritchie,44,3,14,30,18,15,1350,15,0,2,0,0,0.13,0.13,0,0.13,0.4,0.4,1.5,1.9,0.03,0.1,0.13,0.03,0.13,17,9,7,5,5,5,21,23.8,16,152,32,21.1,71,53,28,31,2,0,29,23,40,43,0,411,607,67.7,7978,3480,184,210,87.6,149,195,76.4,69,178,38.8,0.5,24,27,18,13,37,FALSE,FALSE,FALSE,FALSE
Tyler Roberts,54,9,9,21,27,14,1340,14.9,1,2,1,0.07,0.13,0.2,0.07,0.2,2.1,2.1,1.8,3.8,0.14,0.12,0.26,0.14,0.26,18,8,4,10,4,4,21,19,17,261,64,24.5,42,134,85,20,3,0,17,9,27,14,1,337,467,72.2,5289,1239,177,228,77.6,112,145,77.2,28,55,50.9,0.2,15,25,22,1,43,FALSE,FALSE,FALSE,FALSE
Andrew Robertson,44,1,11,26,38,38,3383,37.6,1,7,1,0.03,0.19,0.21,0.03,0.21,1.4,1.4,6.9,8.2,0.04,0.18,0.22,0.04,0.22,53,28,30,16,7,31,64,48.4,33,353,120,34,117,127,109,62,10,1,52,34,87,91,1,2567,3213,79.9,47107,15919,1112,1261,88.2,1171,1344,87.1,258,521,49.5,0.1,66,177,66,26,265,FALSE,FALSE,FALSE,FALSE
Antonee Robinson,53,1,8,22,28,24,2162,24,0,0,0,0,0,0,0,0,0.6,0.6,1.6,2.2,0.02,0.07,0.09,0.02,0.09,48,27,26,15,7,19,42,45.2,23,249,84,33.7,120,71,58,52,5,0,47,44,92,83,0,982,1352,72.6,18310,7073,410,482,85.1,442,565,78.2,120,250,48,-1.6,28,40,43,25,87,FALSE,FALSE,FALSE,FALSE
Callum Robinson,23,6,18,25,28,20,1560,17.3,5,0,5,0.29,0,0.29,0.29,0.29,3.1,3.1,0.8,3.9,0.18,0.05,0.22,0.18,0.22,14,7,8,4,2,5,18,27.8,13,259,61,23.6,45,91,123,16,0,0,16,14,28,9,0,319,450,70.9,5044,1156,171,210,81.4,104,133,78.2,31,63,49.2,-0.8,14,21,12,7,22,FALSE,FALSE,FALSE,FALSE
Jack Robinson,16,1,15,26,11,9,877,9.7,0,1,0,0,0.1,0.1,0,0.1,0.4,0.4,0.9,1.2,0.04,0.09,0.13,0.04,0.13,16,10,10,5,1,6,7,85.7,1,79,25,31.6,40,28,11,12,5,0,7,17,33,60,0,354,439,80.6,6743,2333,144,157,91.7,154,180,85.6,51,89,57.3,0.1,1,24,1,0,20,FALSE,FALSE,FALSE,FALSE
Joe Rodon,54,1,17,22,12,8,733,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,12,3,0,4,5,80,1,78,20,25.6,55,20,3,15,9,0,6,13,28,51,1,365,411,88.8,7783,1857,101,110,91.8,206,219,94.1,56,78,71.8,0,0,9,0,0,10,FALSE,FALSE,FALSE,FALSE
Rodri,17,7,12,24,34,31,2748,30.5,2,2,1,0.07,0.07,0.13,0.03,0.1,2.5,1.7,1.7,3.4,0.08,0.06,0.14,0.06,0.11,83,60,32,38,13,31,72,43.1,41,514,196,38.1,169,272,73,42,13,0,29,40,123,73,2,2495,2728,91.5,50166,10296,938,998,94,1102,1180,93.4,427,495,86.3,0.3,27,239,17,1,156,FALSE,FALSE,FALSE,FALSE
Rodrigo,17,9,9,29,26,14,1288,14.3,7,2,7,0.49,0.14,0.63,0.49,0.63,6.3,6.3,2.4,8.6,0.44,0.17,0.6,0.44,0.6,20,13,11,5,4,2,22,9.1,20,259,66,25.5,47,124,88,9,0,0,9,9,29,16,0,432,573,75.4,7609,1732,210,252,83.3,161,205,78.5,49,77,63.6,-0.4,28,39,20,4,57,FALSE,FALSE,FALSE,FALSE
James Rodríguez,11,6,7,29,23,21,1764,19.6,6,4,6,0.31,0.2,0.51,0.31,0.51,3.4,3.4,5.4,8.8,0.17,0.28,0.45,0.17,0.45,20,14,5,12,3,8,43,18.6,35,250,61,24.4,75,118,57,24,0,0,24,16,36,1,0,879,1111,79.1,18324,5584,359,415,86.5,313,361,86.7,190,290,65.5,-1.4,43,104,41,7,132,FALSE,FALSE,FALSE,FALSE
Jay Rodriguez,16,6,4,31,31,12,1265,14.1,1,2,1,0.07,0.14,0.21,0.07,0.21,2.6,2.6,1.7,4.3,0.18,0.12,0.31,0.18,0.31,28,14,8,11,9,6,19,31.6,13,308,67,21.8,45,134,129,27,5,0,22,4,32,6,0,208,283,73.5,2682,611,132,165,80,54,77,70.1,8,18,44.4,0.3,8,11,7,1,22,FALSE,FALSE,FALSE,FALSE
Oriol Romeu,17,7,16,28,21,20,1763,19.6,1,1,1,0.05,0.05,0.1,0.05,0.1,0.4,0.4,1.1,1.5,0.02,0.05,0.08,0.02,0.08,68,35,27,37,4,22,65,33.8,43,344,104,30.2,129,190,25,32,6,0,26,27,95,19,0,1042,1258,82.8,17575,3666,505,576,87.7,441,501,88,77,141,54.6,-0.1,14,62,15,1,87,FALSE,FALSE,FALSE,FALSE
Antonio Rüdiger,20,1,5,27,19,19,1710,19,1,0,1,0.05,0,0.05,0.05,0.05,1.1,1.1,0.3,1.4,0.06,0.02,0.08,0.06,0.08,30,18,16,11,3,12,18,66.7,6,166,66,39.8,90,63,13,21,11,0,10,15,45,89,0,1339,1475,90.8,27991,7649,391,405,96.5,746,776,96.1,191,271,70.5,-0.3,3,111,4,1,52,FALSE,FALSE,FALSE,FALSE
Allan Saint-Maximin,18,6,14,23,25,19,1560,17.3,3,4,3,0.17,0.23,0.4,0.17,0.4,2.6,2.6,3.3,5.9,0.15,0.19,0.34,0.15,0.34,15,11,5,9,1,1,8,12.5,7,211,52,24.6,39,115,57,13,1,0,12,9,24,0,0,348,436,79.8,5913,1360,171,200,85.5,132,157,84.1,36,52,69.2,0.7,28,27,10,2,46,FALSE,FALSE,FALSE,FALSE
Romain Saïss,30,1,20,30,27,27,2407,26.7,3,0,3,0.11,0,0.11,0.11,0.11,3.5,3.5,0.3,3.8,0.13,0.01,0.14,0.13,0.14,37,18,25,12,0,7,22,31.8,15,259,78,30.1,167,87,5,43,16,3,27,39,76,165,2,1157,1411,82,25009,10518,344,370,93,582,657,88.6,216,345,62.6,-0.3,6,106,8,3,106,FALSE,FALSE,FALSE,FALSE
Bukayo Saka,16,5,1,18,32,30,2553,28.4,5,3,5,0.18,0.11,0.28,0.18,0.28,6.9,6.9,4.7,11.6,0.24,0.17,0.41,0.24,0.41,34,19,13,16,5,4,30,13.3,26,394,111,28.2,97,162,135,40,2,0,38,27,61,32,0,865,1155,74.9,13388,3443,483,563,85.8,299,367,81.5,59,155,38.1,-1.7,38,55,29,8,64,FALSE,FALSE,FALSE,FALSE
Mamadou Sakho,18,1,6,30,4,3,276,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,4,2,1,3,0,3,3,100,0,14,6,42.9,8,6,0,3,2,0,1,0,4,14,1,72,82,87.8,1518,639,22,26,84.6,33,33,100,16,22,72.7,0,0,2,0,0,3,FALSE,FALSE,FALSE,FALSE
Mohamed Salah,15,4,11,28,37,34,3078,34.2,22,5,16,0.64,0.15,0.79,0.47,0.61,20.9,16.4,6.3,22.6,0.61,0.18,0.79,0.48,0.66,26,13,6,7,13,6,16,37.5,10,553,153,27.7,45,165,343,14,1,0,13,9,35,11,1,1071,1288,83.2,16219,3877,632,696,90.8,342,409,83.6,63,100,63,-1.3,54,61,74,12,137,FALSE,FALSE,FALSE,FALSE
Mohammed Salisu,21,1,16,21,12,8,844,9.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.04,0,0.05,0.04,0.05,32,19,22,9,1,13,27,48.1,14,148,60,40.5,74,63,11,25,5,0,20,26,58,38,0,310,376,82.4,5129,1850,153,168,91.1,126,148,85.1,24,40,60,0,1,16,0,0,18,FALSE,FALSE,FALSE,FALSE
Davinson Sánchez,11,1,17,24,18,17,1486,16.5,0,0,0,0,0,0,0,0,1.1,1.1,0,1.1,0.07,0,0.07,0.07,0.07,40,25,31,9,0,19,30,63.3,11,155,49,31.6,104,44,7,19,12,0,7,14,54,123,0,849,977,86.9,18273,4714,228,250,91.2,468,505,92.7,146,204,71.6,0,0,20,1,0,29,FALSE,FALSE,FALSE,FALSE
Morgan Sanson,18,7,2,25,9,3,294,3.3,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,6,5,5,1,0,0,5,0,5,103,34,33,30,48,25,4,0,0,4,7,13,4,0,122,161,75.8,2089,516,56,66,84.8,52,60,86.7,11,25,44,-0.1,1,7,1,0,9,FALSE,FALSE,FALSE,FALSE
Romaine Sawyers,46,7,18,28,19,17,1487,16.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,31,19,21,9,1,10,36,27.8,26,332,81,24.4,165,143,24,18,2,0,16,22,53,15,1,605,712,85,11796,3172,232,261,88.9,277,312,88.8,87,115,75.7,-0.4,5,57,5,2,53,FALSE,FALSE,FALSE,FALSE
Fabian Schär,48,1,14,28,18,13,1246,13.8,1,0,0,0.07,0,0.07,0,0,1.2,0.4,0,0.4,0.08,0,0.09,0.03,0.03,19,9,14,5,0,7,22,31.8,15,110,33,30,65,41,4,24,13,0,11,22,41,63,1,453,583,77.7,10909,4622,133,148,89.9,199,227,87.7,120,203,59.1,0,1,40,12,0,39,FALSE,FALSE,FALSE,FALSE
Jeffrey Schlupp,21,7,6,27,27,15,1428,15.9,2,3,2,0.13,0.19,0.32,0.13,0.32,1.6,1.6,1.7,3.3,0.1,0.11,0.21,0.1,0.21,37,20,17,13,7,8,24,33.3,16,247,68,27.5,87,114,46,35,8,0,27,21,58,15,1,304,429,70.9,4887,1406,156,203,76.8,118,159,74.2,21,39,53.8,1.3,17,31,10,2,36,FALSE,FALSE,FALSE,FALSE
Nélson Semedo,42,1,20,26,34,34,2983,33.1,1,1,1,0.03,0.03,0.06,0.03,0.06,1.9,1.9,1.1,3,0.06,0.03,0.09,0.06,0.09,85,53,55,19,11,39,70,55.7,31,552,164,29.7,271,185,96,54,12,0,42,45,130,89,0,1541,1892,81.4,24883,7784,866,947,91.4,518,621,83.4,129,223,57.8,-0.1,20,93,24,14,100,FALSE,FALSE,FALSE,FALSE
Jamie Shackleton,16,8,9,20,13,3,461,5.1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.05,0,0.05,8,5,4,4,0,1,8,12.5,7,74,18,24.3,21,37,16,7,1,0,6,6,14,5,0,182,206,88.3,2900,627,89,98,90.8,73,81,90.1,13,15,86.7,-0.3,2,7,2,1,7,FALSE,FALSE,FALSE,FALSE
Xherdan Shaqiri,48,9,11,28,14,5,556,6.2,0,2,0,0,0.32,0.32,0,0.32,0.4,0.4,3,3.4,0.06,0.49,0.55,0.06,0.55,6,4,4,1,1,2,6,33.3,4,100,33,33,22,36,42,8,0,0,8,4,10,1,0,356,426,83.6,6282,1550,165,183,90.2,132,153,86.3,46,64,71.9,-1,19,25,26,5,39,FALSE,FALSE,FALSE,FALSE
Billy Sharp,16,4,15,34,16,7,735,8.2,3,0,1,0.37,0,0.37,0.12,0.12,2.7,1.2,0.6,1.8,0.33,0.07,0.4,0.15,0.22,7,5,0,5,2,3,10,30,7,145,34,23.4,13,63,69,2,0,0,2,3,10,1,0,86,123,69.9,1158,168,46,59,78,31,44,70.5,0,2,0,-0.6,4,2,3,0,6,FALSE,FALSE,FALSE,FALSE
Luke Shaw,16,1,13,25,32,30,2654,29.5,1,5,1,0.03,0.17,0.2,0.03,0.2,0.7,0.7,5.2,5.9,0.02,0.18,0.2,0.02,0.2,61,44,29,22,10,24,42,57.1,18,363,138,38,129,151,83,62,10,0,52,29,90,54,2,1645,2015,81.6,25958,11037,923,1005,91.8,568,667,85.2,119,253,47,-0.2,71,87,46,16,154,FALSE,FALSE,FALSE,FALSE
Jonjo Shelvey,16,7,14,28,30,29,2617,29.1,1,3,1,0.03,0.1,0.14,0.03,0.14,2.5,2.5,2.7,5.2,0.08,0.09,0.18,0.08,0.18,48,25,26,18,4,12,51,23.5,39,387,76,19.6,165,170,52,35,12,1,23,43,91,67,0,1047,1418,73.8,25957,7702,316,366,86.3,433,522,83,291,504,57.7,0.3,38,132,23,5,110,FALSE,FALSE,FALSE,FALSE
Gylfi Sigurðsson,25,7,7,30,36,24,2253,25,6,5,3,0.24,0.2,0.44,0.12,0.32,6.8,3.8,5,8.8,0.27,0.2,0.47,0.15,0.35,35,21,10,18,7,11,39,28.2,28,476,114,23.9,120,244,112,48,4,0,44,31,66,21,0,749,947,79.1,13596,3452,328,381,86.1,298,335,89,100,184,54.3,0,45,52,22,5,62,FALSE,FALSE,FALSE,FALSE
Bernardo Silva,42,9,12,25,26,24,2065,22.9,2,6,2,0.09,0.26,0.35,0.09,0.35,2.8,2.8,3.7,6.5,0.12,0.16,0.28,0.12,0.28,32,21,12,14,6,11,45,24.4,34,375,111,29.6,71,174,130,20,1,0,19,21,53,9,0,1280,1427,89.7,21634,3378,636,676,94.1,490,534,91.8,119,152,78.3,2.3,32,81,32,0,72,FALSE,FALSE,FALSE,FALSE
Fábio Silva,42,4,20,18,32,11,1369,15.2,4,3,3,0.26,0.2,0.46,0.2,0.39,6,5.3,0.5,5.8,0.4,0.04,0.43,0.35,0.38,10,6,2,5,3,3,11,27.3,8,261,70,26.8,30,124,107,12,1,0,11,5,15,5,0,227,306,74.2,3155,438,136,163,83.4,66,85,77.6,12,28,42.9,2.5,11,8,6,0,17,FALSE,FALSE,FALSE,FALSE
Thiago Silva,7,1,5,35,23,23,1935,21.5,2,0,2,0.09,0,0.09,0.09,0.09,1.1,1.1,0.3,1.5,0.05,0.02,0.07,0.05,0.07,23,13,16,6,1,9,18,50,9,102,39,38.2,47,51,4,26,13,1,13,28,51,114,1,1749,1871,93.5,38049,11880,471,489,96.3,950,978,97.1,317,385,82.3,-0.3,5,113,7,0,78,FALSE,FALSE,FALSE,FALSE
Moussa Sissoko,18,7,17,30,25,15,1585,17.6,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,0.02,0.03,0.05,0.02,0.05,25,20,21,3,1,7,21,33.3,14,242,75,31,135,84,23,27,5,0,22,16,41,32,0,666,792,84.1,11832,2567,295,339,87,285,317,89.9,71,105,67.6,-0.5,5,50,6,2,36,FALSE,FALSE,FALSE,FALSE
William Smallbone,23,7,16,20,3,2,172,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,6,4,2,3,1,1,4,25,3,43,18,41.9,9,21,13,5,0,0,5,1,7,2,0,64,78,82.1,1113,243,28,31,90.3,31,34,91.2,4,11,36.4,0,0,4,1,0,5,FALSE,FALSE,FALSE,FALSE
Emile Smith-Rowe,16,9,1,20,20,18,1440,16,2,4,2,0.12,0.25,0.37,0.12,0.37,2,2,3,5,0.13,0.18,0.31,0.13,0.31,14,8,7,5,2,7,16,43.8,9,241,62,25.7,53,102,86,17,1,0,16,14,28,15,0,635,724,87.7,9532,1794,349,386,90.4,237,259,91.5,30,40,75,1,24,37,14,2,42,FALSE,FALSE,FALSE,FALSE
Robert Snodgrass,44,9,18,32,8,6,526,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.03,0.06,0.09,0.03,0.09,20,12,13,5,2,8,18,44.4,10,86,25,29.1,34,34,18,13,3,0,10,4,24,12,0,105,133,78.9,1699,544,59,71,83.1,36,48,75,7,11,63.6,-0.3,3,9,5,0,15,FALSE,FALSE,FALSE,FALSE
Cédric Soares,42,1,1,28,10,8,746,8.3,0,1,0,0,0.12,0.12,0,0.12,0.2,0.2,0.9,1.1,0.03,0.11,0.13,0.03,0.13,16,10,9,5,2,6,22,27.3,16,116,35,30.2,52,43,21,14,2,0,12,8,24,21,0,351,463,75.8,5737,2100,199,227,87.7,118,155,76.1,30,62,48.4,0.1,6,29,7,2,27,FALSE,FALSE,FALSE,FALSE
Tomáš Souček,13,7,19,25,38,38,3419,38,10,1,10,0.26,0.03,0.29,0.26,0.29,9.2,9.2,1.5,10.7,0.24,0.04,0.28,0.24,0.28,83,50,41,34,8,25,86,29.1,61,603,163,27,221,291,91,56,21,0,35,55,138,145,1,1184,1539,76.9,21845,5546,525,667,78.7,467,598,78.1,164,216,75.9,-0.5,16,102,11,2,103,FALSE,FALSE,FALSE,FALSE
Çağlar Söyüncü,50,1,10,24,23,19,1819,20.2,1,0,1,0.05,0,0.05,0.05,0.05,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,31,16,14,17,0,10,31,32.3,21,166,55,33.1,93,64,9,22,10,0,12,27,58,109,2,1202,1351,89,22877,6879,436,468,93.2,639,683,93.6,115,179,64.2,-0.2,4,74,5,3,72,FALSE,FALSE,FALSE,FALSE
Dale Stephens,16,7,4,31,7,3,261,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06,10,4,3,5,2,5,8,62.5,3,48,15,31.3,15,27,6,3,0,0,3,3,13,0,0,103,124,83.1,1894,528,44,49,89.8,39,46,84.8,17,23,73.9,0,0,7,3,0,12,FALSE,FALSE,FALSE,FALSE
Jack Stephens,16,1,16,26,18,17,1537,17.1,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.3,0.04,0.03,0.07,0.04,0.07,37,19,22,14,1,17,38,44.7,21,168,57,33.9,94,65,9,41,13,0,28,25,62,84,1,845,1016,83.2,17222,6271,280,317,88.3,439,490,89.6,117,187,62.6,-0.5,8,67,11,0,60,FALSE,FALSE,FALSE,FALSE
Raheem Sterling,16,4,12,25,31,28,2536,28.2,10,7,10,0.35,0.25,0.6,0.35,0.6,12.2,11.4,4.8,16.3,0.43,0.17,0.6,0.41,0.58,20,18,4,13,3,6,19,31.6,13,288,83,28.8,37,136,115,17,1,0,16,14,34,2,0,962,1127,85.4,12874,2421,637,699,91.1,255,286,89.2,31,50,62,2.2,38,38,29,5,62,FALSE,FALSE,FALSE,FALSE
Enda Stevens,23,1,15,30,30,30,2700,30,0,1,0,0,0.03,0.03,0,0.03,1.1,1.1,1.6,2.7,0.04,0.05,0.09,0.04,0.09,53,23,29,18,6,21,58,36.2,37,417,92,22.1,195,154,68,60,14,1,46,47,100,95,2,1106,1427,77.5,19176,8176,557,610,91.3,424,529,80.2,112,238,47.1,-0.6,18,88,30,8,116,FALSE,FALSE,FALSE,FALSE
John Stones,16,1,12,26,22,22,1933,21.5,4,0,4,0.19,0,0.19,0.19,0.19,2.2,2.2,0.1,2.3,0.1,0,0.11,0.1,0.11,20,12,13,5,2,7,14,50,7,130,51,39.2,67,54,9,31,14,0,17,20,40,77,0,1615,1713,94.3,31552,7992,594,620,95.8,796,822,96.8,210,245,85.7,-0.1,2,113,4,0,75,FALSE,FALSE,FALSE,FALSE
Pascal Struijk,35,3,9,20,27,22,2075,23.1,1,0,1,0.04,0,0.04,0.04,0.04,2.4,2.4,0.2,2.6,0.1,0.01,0.11,0.1,0.11,56,29,37,18,1,14,29,48.3,15,382,118,30.9,204,155,23,52,23,0,29,41,97,102,1,1097,1259,87.1,24438,6594,275,306,89.9,616,660,93.3,196,272,72.1,-0.2,5,48,2,0,47,FALSE,FALSE,FALSE,FALSE
Japhet Tanganga,16,1,17,21,6,6,487,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.04,0,0.04,0.04,0.04,4,4,4,0,0,1,3,33.3,2,76,22,28.9,40,24,12,9,4,0,5,2,6,19,0,193,229,84.3,2898,1163,108,120,90,72,81,88.9,7,17,41.2,0,0,6,3,1,12,FALSE,FALSE,FALSE,FALSE
Matt Targett,16,1,2,24,38,38,3404,37.8,0,2,0,0,0.05,0.05,0,0.05,0.2,0.2,3.1,3.4,0.01,0.08,0.09,0.01,0.09,97,57,51,30,16,52,98,53.1,46,425,131,30.8,219,136,70,81,18,0,63,47,144,126,1,1653,2147,77,30781,15309,738,825,89.5,659,828,79.6,217,400,54.3,-1.1,44,159,53,15,222,FALSE,FALSE,FALSE,FALSE
James Tarkowski,16,1,4,27,36,36,3240,36,1,0,1,0.03,0,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09,74,42,60,10,4,30,54,55.6,24,252,104,41.3,174,68,10,70,46,2,24,57,131,236,1,840,1167,72,20747,7676,221,286,77.3,374,458,81.7,240,401,59.9,-0.7,10,69,13,2,76,FALSE,FALSE,FALSE,FALSE
Percy Tau,43,6,3,26,3,1,103,1.1,0,1,0,0,0.87,0.87,0,0.87,0,0,0.3,0.3,0,0.27,0.27,0,0.27,1,0,1,0,0,1,2,50,1,30,3,10,9,11,10,2,0,0,2,0,1,0,0,22,29,75.9,322,67,11,15,73.3,10,11,90.9,0,2,0,0.7,3,1,1,0,2,FALSE,FALSE,FALSE,FALSE
Charlie Taylor,16,1,4,26,29,28,2426,27,0,1,0,0,0.04,0.04,0,0.04,0.1,0.1,1.8,1.8,0,0.07,0.07,0,0.07,46,25,25,13,8,22,48,45.8,26,226,71,31.4,96,96,34,67,19,0,48,28,74,96,1,907,1298,69.9,16840,7035,429,491,87.4,348,455,76.5,121,302,40.1,-0.8,15,73,25,19,66,FALSE,FALSE,FALSE,FALSE
Nathan Tella,16,6,16,21,18,7,745,8.3,1,1,1,0.12,0.12,0.24,0.12,0.24,1.8,1.8,0.8,2.6,0.22,0.09,0.31,0.22,0.31,12,8,1,5,6,5,15,33.3,10,222,56,25.2,32,107,83,13,0,0,13,9,21,5,0,107,146,73.3,1677,313,60,74,81.1,33,41,80.5,9,14,64.3,0.2,6,4,8,4,6,FALSE,FALSE,FALSE,FALSE
Alex Telles,7,1,13,27,9,8,690,7.7,0,2,0,0,0.26,0.26,0,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17,12,6,10,2,0,5,14,35.7,9,68,22,32.4,38,20,10,11,1,0,10,12,24,27,0,459,570,80.5,7690,3146,235,250,94,168,198,84.8,43,104,41.3,0.9,12,35,14,2,50,FALSE,FALSE,FALSE,FALSE
Kenny Tete,35,1,8,24,22,18,1481,16.5,0,1,0,0,0.06,0.06,0,0.06,0.2,0.2,1.6,1.8,0.01,0.1,0.11,0.01,0.11,58,29,33,18,7,15,26,57.7,11,250,79,31.6,121,89,40,30,5,0,25,29,87,61,0,642,863,74.4,11784,4782,282,335,84.2,267,340,78.5,77,129,59.7,-0.6,17,35,25,19,54,FALSE,FALSE,FALSE,FALSE
