Rk,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG,npxG,xA,npxG+xA,xG per 90,xA per 90,xG+xA per 90,npxG per 90,npxG+xA per 90
453,Zack Steffen,USA,GK,Manchester City,25,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Dale Stephens,ENG,MF,Burnley,31,7,3,261,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06
455,Jack Stephens,ENG,DF,Southampton,26,18,17,1537,17.1,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.3,0.04,0.03,0.07,0.04,0.07
456,Raheem Sterling,ENG,FW,Manchester City,25,31,28,2536,28.2,10,7,10,0.35,0.25,0.6,0.35,0.6,12.2,11.4,4.8,16.3,0.43,0.17,0.6,0.41,0.58
457,Enda Stevens,IRL,DF,Sheffield Utd,30,30,30,2700,30,0,1,0,0,0.03,0.03,0,0.03,1.1,1.1,1.6,2.7,0.04,0.05,0.09,0.04,0.09
458,John Stones,ENG,DF,Manchester City,26,22,22,1933,21.5,4,0,4,0.19,0,0.19,0.19,0.19,2.2,2.2,0.1,2.3,0.1,0,0.11,0.1,0.11
459,Pascal Struijk,NED,DFMF,Leeds United,20,27,22,2075,23.1,1,0,1,0.04,0,0.04,0.04,0.04,2.4,2.4,0.2,2.6,0.1,0.01,0.11,0.1,0.11
460,Japhet Tanganga,ENG,DF,Tottenham,21,6,6,487,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.04,0,0.04,0.04,0.04
461,Matt Targett,ENG,DF,Aston Villa,24,38,38,3404,37.8,0,2,0,0,0.05,0.05,0,0.05,0.2,0.2,3.1,3.4,0.01,0.08,0.09,0.01,0.09
462,James Tarkowski,ENG,DF,Burnley,27,36,36,3240,36,1,0,1,0.03,0,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09
463,Percy Tau,RSA,FWMF,Brighton,26,3,1,103,1.1,0,1,0,0,0.87,0.87,0,0.87,0,0,0.3,0.3,0,0.27,0.27,0,0.27
464,Sidnei Tavares,POR,MF,Leicester City,18,2,1,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06
465,Charlie Taylor,ENG,DF,Burnley,26,29,28,2426,27,0,1,0,0,0.04,0.04,0,0.04,0.1,0.1,1.8,1.8,0,0.07,0.07,0,0.07
466,Neil Taylor,WAL,DF,Aston Villa,31,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Allan Tchaptchet,FRA,DF,Southampton,18,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Nathan Tella,ENG,FWMF,Southampton,21,18,7,745,8.3,1,1,1,0.12,0.12,0.24,0.12,0.24,1.8,1.8,0.8,2.6,0.22,0.09,0.31,0.22,0.31
469,Alex Telles,BRA,DF,Manchester Utd,27,9,8,690,7.7,0,2,0,0,0.26,0.26,0,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17
470,Kenny Tete,NED,DF,Fulham,24,22,18,1481,16.5,0,1,0,0,0.06,0.06,0,0.06,0.2,0.2,1.6,1.8,0.01,0.1,0.11,0.01,0.11
471,William Thomas Fish,ENG,DF,Manchester Utd,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Luke Thomas,ENG,DF,Leicester City,19,14,12,969,10.8,1,0,1,0.09,0,0.09,0.09,0.09,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05
473,Youri Tielemans,BEL,MF,Leicester City,23,38,37,3357,37.3,6,4,4,0.16,0.11,0.27,0.11,0.21,4.5,3,3.3,6.3,0.12,0.09,0.21,0.08,0.17
474,Kieran Tierney,SCO,DF,Arsenal,23,27,26,2299,25.5,1,3,1,0.04,0.12,0.16,0.04,0.16,0.4,0.4,4.1,4.5,0.02,0.16,0.17,0.02,0.17
475,James Tomkins,ENG,DF,Crystal Palace,31,8,6,553,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04
476,Fikayo Tomori,ENG,DF,Chelsea,22,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Ferrán Torres,ESP,FWMF,Manchester City,20,24,15,1306,14.5,7,2,7,0.48,0.14,0.62,0.48,0.62,5.4,5.4,1.9,7.3,0.37,0.13,0.5,0.37,0.5
478,Cenk Tosun,TUR,FW,Everton,29,5,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.25,0.25,0,0.25
479,Andros Townsend,ENG,MFFW,Crystal Palace,29,34,25,2258,25.1,1,5,1,0.04,0.2,0.24,0.04,0.24,2.3,2.3,3.7,6,0.09,0.15,0.24,0.09,0.24
480,Conor Townsend,ENG,DF,West Brom,27,25,25,2234,24.8,0,2,0,0,0.08,0.08,0,0.08,1,1,2.1,3.1,0.04,0.09,0.13,0.04,0.13
481,Adama Traoré,ESP,FW,Wolves,24,37,28,2649,29.4,2,2,2,0.07,0.07,0.14,0.07,0.14,2.2,2.2,5.4,7.7,0.08,0.18,0.26,0.08,0.26
482,Bertrand Traoré,BFA,FW,Aston Villa,24,36,29,2317,25.7,7,6,7,0.27,0.23,0.5,0.27,0.5,6.4,6.4,3.2,9.6,0.25,0.12,0.37,0.25,0.37
483,Trézéguet,EGY,FW,Aston Villa,25,21,12,1166,13,2,1,2,0.15,0.08,0.23,0.15,0.23,3.8,3.8,2,5.8,0.29,0.15,0.45,0.29,0.45
484,Leandro Trossard,BEL,FWMF,Brighton,25,35,30,2607,29,5,5,5,0.17,0.17,0.35,0.17,0.35,5.1,5.1,4.3,9.4,0.18,0.15,0.32,0.18,0.32
485,Kostas Tsimikas,GRE,DF,Liverpool,24,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Axel Tuanzebe,ENG,DF,Manchester Utd,22,9,4,404,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Cengiz Ünder,TUR,MFFW,Leicester City,23,9,1,281,3.1,0,2,0,0,0.64,0.64,0,0.64,0.3,0.3,1.8,2,0.08,0.57,0.65,0.08,0.65
488,Yan Valery,FRA,DFMF,Southampton,21,3,1,103,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.27,0,0.27,0.27,0.27
489,Jamie Vardy,ENG,FW,Leicester City,33,34,31,2840,31.6,15,9,7,0.48,0.29,0.76,0.22,0.51,19.7,12.8,4.9,17.8,0.62,0.16,0.78,0.41,0.56
490,Joël Veltman,NED,DF,Brighton,28,28,25,2281,25.3,1,1,1,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.1,2.5,0.05,0.04,0.1,0.05,0.1
491,Jannik Vestergaard,DEN,DF,Southampton,27,30,29,2574,28.6,3,0,3,0.1,0,0.1,0.1,0.1,2.1,2.1,0.6,2.7,0.07,0.02,0.09,0.07,0.09
492,Rúben Vinagre,POR,DF,Wolves,21,2,1,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Carlos Vinícius,BRA,FW,Tottenham,25,9,3,308,3.4,1,0,1,0.29,0,0.29,0.29,0.29,1.4,1.4,0.1,1.5,0.4,0.03,0.43,0.4,0.43
494,João Virgínia,POR,GK,Everton,20,1,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Vitinha,POR,MF,Wolves,20,19,5,520,5.8,0,1,0,0,0.17,0.17,0,0.17,0.6,0.6,0.7,1.3,0.1,0.12,0.22,0.1,0.22
496,Jake Vokins,ENG,DF,Southampton,20,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.22,0.22,0,0.22
497,Matěj Vydra,CZE,FW,Burnley,28,28,15,1371,15.2,3,2,3,0.2,0.13,0.33,0.2,0.33,6.1,6.1,1.8,7.8,0.4,0.12,0.51,0.4,0.51
498,Theo Walcott,ENG,MFFW,Southampton,31,21,20,1618,18,3,3,3,0.17,0.17,0.33,0.17,0.33,3,3,1.2,4.2,0.17,0.07,0.23,0.17,0.23
499,Theo Walcott,ENG,FW,Everton,31,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Kyle Walker,ENG,DF,Manchester City,30,24,22,1946,21.6,1,1,1,0.05,0.05,0.09,0.05,0.09,0.2,0.2,0.5,0.8,0.01,0.02,0.04,0.01,0.04
501,Kyle Walker-Peters,ENG,DF,Southampton,23,30,30,2645,29.4,0,2,0,0,0.07,0.07,0,0.07,1.1,1.1,1.4,2.5,0.04,0.05,0.08,0.04,0.08
502,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,22,34,34,3060,34,2,4,2,0.06,0.12,0.18,0.06,0.18,0.9,0.9,2.4,3.3,0.03,0.07,0.1,0.03,0.1
503,Joel Ward,ENG,DF,Crystal Palace,30,26,25,2256,25.1,0,1,0,0,0.04,0.04,0,0.04,0.1,0.1,0.4,0.5,0,0.02,0.02,0,0.02
504,James Ward-Prowse,ENG,MF,Southampton,25,38,38,3420,38,8,7,5,0.21,0.18,0.39,0.13,0.32,5.3,2.2,4.1,6.3,0.14,0.11,0.25,0.06,0.17
505,Ollie Watkins,ENG,FW,Aston Villa,24,37,37,3328,37,14,5,13,0.38,0.14,0.51,0.35,0.49,16,14.5,4.2,18.7,0.43,0.11,0.55,0.39,0.51
506,Caleb Watts,AUS,MFFW,Southampton,18,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Adam Webster,ENG,DF,Brighton,25,29,29,2594,28.8,1,0,1,0.03,0,0.03,0.03,0.03,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05
508,Danny Welbeck,ENG,FW,Brighton,29,24,17,1545,17.2,6,1,6,0.35,0.06,0.41,0.35,0.41,6.8,6,2.2,8.2,0.39,0.13,0.52,0.35,0.48
509,Timo Werner,GER,FW,Chelsea,24,35,29,2602,28.9,6,8,6,0.21,0.28,0.48,0.21,0.48,11.9,11.9,6.1,18,0.41,0.21,0.62,0.41,0.62
510,Ashley Westwood,ENG,MF,Burnley,30,38,38,3410,37.9,3,3,3,0.08,0.08,0.16,0.08,0.16,1.1,1.1,5,6.2,0.03,0.13,0.16,0.03,0.16
511,Ben White,ENG,DFMF,Brighton,22,36,36,3191,35.5,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1.4,0.02,0.02,0.04,0.02,0.04
512,Georginio Wijnaldum,NED,MF,Liverpool,29,38,34,2941,32.7,2,0,2,0.06,0,0.06,0.06,0.06,3.2,3.2,1.7,4.9,0.1,0.05,0.15,0.1,0.15
513,Brandon Williams,ENG,DF,Manchester Utd,19,4,2,188,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0.01,0.06,0.05,0.06
514,Neco Williams,WAL,DF,Liverpool,19,6,3,249,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.03,0.1,0.13,0.03,0.13
515,Rhys Williams,ENG,DF,Liverpool,19,9,7,661,7.3,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,0.07,0.05,0.13,0.07,0.13
516,Willian,BRA,FWMF,Arsenal,31,25,16,1406,15.6,1,5,1,0.06,0.32,0.38,0.06,0.38,2.1,2.1,2.5,4.6,0.13,0.16,0.29,0.13,0.29
517,Joe Willock,ENG,MF,Arsenal,20,7,2,238,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0,0.5,0.17,0.02,0.18,0.17,0.18
518,Joe Willock,ENG,MF,Newcastle Utd,20,14,11,978,10.9,8,0,8,0.74,0,0.74,0.74,0.74,3.6,2.6,0.7,3.4,0.33,0.07,0.4,0.24,0.31
519,Callum Wilson,ENG,FW,Newcastle Utd,28,26,23,2084,23.2,12,5,8,0.52,0.22,0.73,0.35,0.56,11.3,8.2,2.2,10.5,0.49,0.1,0.58,0.36,0.45
520,Harry Winks,ENG,MF,Tottenham,24,15,9,861,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.01,0.03,0.04,0.01,0.04
521,Chris Wood,NZL,FW,Burnley,28,33,32,2741,30.5,12,3,10,0.39,0.1,0.49,0.33,0.43,13.3,11.8,2.2,14,0.44,0.07,0.51,0.39,0.46
522,Granit Xhaka,SUI,MFDF,Arsenal,27,31,29,2522,28,1,2,1,0.04,0.07,0.11,0.04,0.11,0.8,0.8,1.6,2.4,0.03,0.06,0.09,0.03,0.09
523,Andriy Yarmolenko,UKR,FWMF,West Ham,30,15,1,375,4.2,0,1,0,0,0.24,0.24,0,0.24,0.4,0.4,1,1.4,0.1,0.23,0.33,0.1,0.33
524,DeAndre Yedlin,USA,DF,Newcastle Utd,27,6,5,436,4.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03
525,Okay Yokuşlu,TUR,MF,West Brom,26,16,15,1317,14.6,0,1,0,0,0.07,0.07,0,0.07,0.9,0.9,0.6,1.5,0.06,0.04,0.1,0.06,0.1
526,Wilfried Zaha,CIV,FW,Crystal Palace,27,30,29,2612,29,11,2,9,0.38,0.07,0.45,0.31,0.38,7.5,5.9,3.3,9.2,0.26,0.11,0.37,0.2,0.32
527,Andre-Frank Zambo Anguissa,CMR,MF,Fulham,24,36,29,2587,28.7,0,3,0,0,0.1,0.1,0,0.1,1.8,1.8,2.2,4.1,0.06,0.08,0.14,0.06,0.14
528,Andi Zeqiri,SUI,FWDF,Brighton,21,9,0,171,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.33,0.04,0.37,0.33,0.37
529,Oleksandr Zinchenko,UKR,DF,Manchester City,23,20,15,1478,16.4,0,0,0,0,0,0,0,0,0.7,0.7,1.3,2.1,0.04,0.08,0.13,0.04,0.13
530,Hakim Ziyech,MAR,FWMF,Chelsea,27,23,15,1172,13,2,3,2,0.15,0.23,0.38,0.15,0.38,1.9,1.9,3.7,5.6,0.15,0.28,0.43,0.15,0.43
531,Kurt Zouma,FRA,DF,Chelsea,25,24,22,2029,22.5,5,0,5,0.22,0,0.22,0.22,0.22,1.8,1.8,0,1.9,0.08,0,0.08,0.08,0.08
532,Martin Ødegaard,NOR,MF,Arsenal,21,14,9,866,9.6,1,2,1,0.1,0.21,0.31,0.1,0.31,1.1,1.1,2.1,3.2,0.11,0.22,0.33,0.11,0.33
