Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG,npxG,xA,npxG+xA,xG per 90,xA per 90,xG+xA per 90,npxG per 90,npxG+xA per 90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_x,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Cmp,Att_y,Cmp%,TotDist,PrgDist,Cmp short,Att short,Cmp% short,Cmp medium,Att medium,Cmp% medium,Cmp long,Att long,Cmp% long,A-xA,KP,1/3,PPA,CrsPA,Prog
Pascal Struijk,NED,DFMF,Leeds United,20.0,27,22,2075,23.1,1,0,1,0.04,0.0,0.04,0.04,0.04,2.4,2.4,0.2,2.6,0.1,0.01,0.11,0.1,0.11,56,29,37,18,1,14,29,48.3,15,382,118,30.9,204,155,23,52,23,0,29,41,97,102,1,1097,1259,87.1,24438,6594,275,306,89.9,616,660,93.3,196,272,72.1,-0.2,5,48,2,0,47
Japhet Tanganga,ENG,DF,Tottenham,21.0,6,6,487,5.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.04,0.0,0.04,0.04,0.04,4,4,4,0,0,1,3,33.3,2,76,22,28.9,40,24,12,9,4,0,5,2,6,19,0,193,229,84.3,2898,1163,108,120,90.0,72,81,88.9,7,17,41.2,0.0,0,6,3,1,12
Matt Targett,ENG,DF,Aston Villa,24.0,38,38,3404,37.8,0,2,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,3.1,3.4,0.01,0.08,0.09,0.01,0.09,97,57,51,30,16,52,98,53.1,46,425,131,30.8,219,136,70,81,18,0,63,47,144,126,1,1653,2147,77.0,30781,15309,738,825,89.5,659,828,79.6,217,400,54.3,-1.1,44,159,53,15,222
James Tarkowski,ENG,DF,Burnley,27.0,36,36,3240,36.0,1,0,1,0.03,0.0,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09,74,42,60,10,4,30,54,55.6,24,252,104,41.3,174,68,10,70,46,2,24,57,131,236,1,840,1167,72.0,20747,7676,221,286,77.3,374,458,81.7,240,401,59.9,-0.7,10,69,13,2,76
Percy Tau,RSA,FWMF,Brighton,26.0,3,1,103,1.1,0,1,0,0.0,0.87,0.87,0.0,0.87,0.0,0.0,0.3,0.3,0.0,0.27,0.27,0.0,0.27,1,0,1,0,0,1,2,50.0,1,30,3,10.0,9,11,10,2,0,0,2,0,1,0,0,22,29,75.9,322,67,11,15,73.3,10,11,90.9,0,2,0.0,0.7,3,1,1,0,2
Charlie Taylor,ENG,DF,Burnley,26.0,29,28,2426,27.0,0,1,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,1.8,1.8,0.0,0.07,0.07,0.0,0.07,46,25,25,13,8,22,48,45.8,26,226,71,31.4,96,96,34,67,19,0,48,28,74,96,1,907,1298,69.9,16840,7035,429,491,87.4,348,455,76.5,121,302,40.1,-0.8,15,73,25,19,66
Nathan Tella,ENG,FWMF,Southampton,21.0,18,7,745,8.3,1,1,1,0.12,0.12,0.24,0.12,0.24,1.8,1.8,0.8,2.6,0.22,0.09,0.31,0.22,0.31,12,8,1,5,6,5,15,33.3,10,222,56,25.2,32,107,83,13,0,0,13,9,21,5,0,107,146,73.3,1677,313,60,74,81.1,33,41,80.5,9,14,64.3,0.2,6,4,8,4,6
Alex Telles,BRA,DF,Manchester Utd,27.0,9,8,690,7.7,0,2,0,0.0,0.26,0.26,0.0,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17,12,6,10,2,0,5,14,35.7,9,68,22,32.4,38,20,10,11,1,0,10,12,24,27,0,459,570,80.5,7690,3146,235,250,94.0,168,198,84.8,43,104,41.3,0.9,12,35,14,2,50
Kenny Tete,NED,DF,Fulham,24.0,22,18,1481,16.5,0,1,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.6,1.8,0.01,0.1,0.11,0.01,0.11,58,29,33,18,7,15,26,57.7,11,250,79,31.6,121,89,40,30,5,0,25,29,87,61,0,642,863,74.4,11784,4782,282,335,84.2,267,340,78.5,77,129,59.7,-0.6,17,35,25,19,54
Luke Thomas,ENG,DF,Leicester City,19.0,14,12,969,10.8,1,0,1,0.09,0.0,0.09,0.09,0.09,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,23,8,11,4,8,6,13,46.2,7,194,59,30.4,75,80,39,28,3,0,25,16,39,26,0,359,484,74.2,5636,1957,205,240,85.4,126,166,75.9,22,54,40.7,-0.2,5,22,7,2,28
Youri Tielemans,BEL,MF,Leicester City,23.0,38,37,3357,37.3,6,4,4,0.16,0.11,0.27,0.11,0.21,4.5,3.0,3.3,6.3,0.12,0.09,0.21,0.08,0.17,77,56,31,30,16,27,95,28.4,68,505,182,36.0,162,245,98,57,11,0,46,36,113,29,0,2011,2559,78.6,38768,9963,788,893,88.2,910,1049,86.7,282,538,52.4,0.7,48,212,43,4,206
Kieran Tierney,SCO,DF,Arsenal,23.0,27,26,2299,25.5,1,3,1,0.04,0.12,0.16,0.04,0.16,0.4,0.4,4.1,4.5,0.02,0.16,0.17,0.02,0.17,29,17,8,13,8,9,28,32.1,19,197,65,33.0,69,80,48,50,11,0,39,20,49,77,0,1136,1490,76.2,20866,6069,480,550,87.3,521,625,83.4,127,271,46.9,-1.1,33,56,34,14,98
James Tomkins,ENG,DF,Crystal Palace,31.0,8,6,553,6.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,6,4,4,2,0,5,6,83.3,1,39,11,28.2,30,9,0,8,3,0,5,5,11,52,0,129,164,78.7,2909,907,32,36,88.9,67,72,93.1,29,52,55.8,-0.1,1,12,0,0,4
Fikayo Tomori,ENG,DF,Chelsea,22.0,1,0,45,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,2,0,2,2,100.0,0,3,1,33.3,3,0,0,4,3,0,1,1,4,8,0,27,29,93.1,574,161,6,6,100.0,17,18,94.4,4,5,80.0,0.0,0,0,0,0,0
Ferrán Torres,ESP,FWMF,Manchester City,20.0,24,15,1306,14.5,7,2,7,0.48,0.14,0.62,0.48,0.62,5.4,5.4,1.9,7.3,0.37,0.13,0.5,0.37,0.5,15,8,6,6,3,7,22,31.8,15,217,66,30.4,37,93,87,17,1,0,16,7,22,6,0,360,442,81.4,5793,1046,189,217,87.1,138,158,87.3,22,48,45.8,0.1,18,16,15,2,34
Andros Townsend,ENG,MFFW,Crystal Palace,29.0,34,25,2258,25.1,1,5,1,0.04,0.2,0.24,0.04,0.24,2.3,2.3,3.7,6.0,0.09,0.15,0.24,0.09,0.24,69,36,39,20,10,26,92,28.3,66,533,134,25.1,242,201,90,61,2,0,59,48,117,12,0,587,864,67.9,10358,3963,299,354,84.5,180,243,74.1,85,207,41.1,1.3,39,42,40,20,75
Conor Townsend,ENG,DF,West Brom,27.0,25,25,2234,24.8,0,2,0,0.0,0.08,0.08,0.0,0.08,1.0,1.0,2.1,3.1,0.04,0.09,0.13,0.04,0.13,56,32,37,14,5,31,54,57.4,23,272,93,34.2,130,102,40,45,16,2,29,40,96,65,1,881,1176,74.9,16373,7926,371,418,88.8,405,508,79.7,94,216,43.5,-0.1,22,78,25,15,118
Adama Traoré,ESP,FW,Wolves,24.0,37,28,2649,29.4,2,2,2,0.07,0.07,0.14,0.07,0.14,2.2,2.2,5.4,7.7,0.08,0.18,0.26,0.08,0.26,32,23,15,12,5,9,20,45.0,11,345,107,31.0,78,184,83,28,2,0,26,11,43,16,1,579,878,65.9,9468,2410,298,384,77.6,211,312,67.6,52,103,50.5,-3.4,56,43,26,16,63
Bertrand Traoré,BFA,FW,Aston Villa,24.0,36,29,2317,25.7,7,6,7,0.27,0.23,0.5,0.27,0.5,6.4,6.4,3.2,9.6,0.25,0.12,0.37,0.25,0.37,26,9,9,8,9,9,39,23.1,30,389,74,19.0,106,157,126,26,1,0,25,23,49,16,0,566,796,71.1,10852,2636,247,304,81.3,214,274,78.1,93,179,52.0,2.8,33,28,26,7,62
Trézéguet,EGY,FW,Aston Villa,25.0,21,12,1166,13.0,2,1,2,0.15,0.08,0.23,0.15,0.23,3.8,3.8,2.0,5.8,0.29,0.15,0.45,0.29,0.45,32,18,13,12,7,11,38,28.9,27,304,67,22.0,91,119,94,27,1,0,26,11,43,16,0,228,328,69.5,3782,1102,107,140,76.4,87,120,72.5,23,42,54.8,-1.0,12,22,6,3,28
Leandro Trossard,BEL,FWMF,Brighton,25.0,35,30,2607,29.0,5,5,5,0.17,0.17,0.35,0.17,0.35,5.1,5.1,4.3,9.4,0.18,0.15,0.32,0.18,0.32,27,20,7,16,4,6,31,19.4,25,425,131,30.8,104,173,148,41,4,0,37,24,51,5,0,813,1085,74.9,15607,4328,344,429,80.2,336,410,82.0,114,175,65.1,0.7,46,79,64,15,124
Axel Tuanzebe,ENG,DF,Manchester Utd,22.0,9,4,404,4.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5,5,4,1,6,8,75.0,2,58,16,27.6,36,19,3,14,7,0,7,4,14,19,1,236,263,89.7,4763,1047,76,81,93.8,123,132,93.2,35,43,81.4,0.0,0,9,0,0,10
Cengiz Ünder,TUR,MFFW,Leicester City,23.0,9,1,281,3.1,0,2,0,0.0,0.64,0.64,0.0,0.64,0.3,0.3,1.8,2.0,0.08,0.57,0.65,0.08,0.65,3,3,0,2,1,1,5,20.0,4,44,15,34.1,11,18,15,5,0,0,5,3,6,0,0,91,129,70.5,1556,499,50,61,82.0,30,38,78.9,10,19,52.6,0.2,6,5,10,4,10
Yan Valery,FRA,DFMF,Southampton,21.0,3,1,103,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.27,0.0,0.27,0.27,0.27,3,2,1,2,0,0,4,0.0,4,32,9,28.1,13,11,8,5,0,0,5,3,6,5,0,53,64,82.8,883,269,25,27,92.6,26,28,92.9,2,6,33.3,0.0,0,0,2,1,2
Jamie Vardy,ENG,FW,Leicester City,33.0,34,31,2840,31.6,15,9,7,0.48,0.29,0.76,0.22,0.51,19.7,12.8,4.9,17.8,0.62,0.16,0.78,0.41,0.56,15,8,3,5,7,3,15,20.0,12,295,79,26.8,14,102,179,16,5,0,11,8,23,29,0,300,452,66.4,4478,717,182,255,71.4,88,129,68.2,20,33,60.6,4.1,27,13,11,0,25
Joël Veltman,NED,DF,Brighton,28.0,28,25,2281,25.3,1,1,1,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.1,2.5,0.05,0.04,0.1,0.05,0.1,77,41,47,22,8,33,63,52.4,30,312,92,29.5,141,122,49,35,4,0,31,35,112,84,0,1152,1491,77.3,22778,9083,412,471,87.5,582,712,81.7,150,277,54.2,-0.1,21,96,35,13,121
Jannik Vestergaard,DEN,DF,Southampton,27.0,30,29,2574,28.6,3,0,3,0.1,0.0,0.1,0.1,0.1,2.1,2.1,0.6,2.7,0.07,0.02,0.09,0.07,0.09,61,37,41,17,3,31,54,57.4,23,215,86,40.0,143,62,10,38,19,0,19,37,98,159,0,1444,1712,84.3,29904,10850,502,542,92.6,734,825,89.0,201,321,62.6,-0.6,7,98,9,0,73
Rúben Vinagre,POR,DF,Wolves,21.0,2,1,173,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,3,2,0,2,5,40.0,3,26,5,19.2,13,9,4,4,0,0,4,1,6,6,0,82,98,83.7,1310,324,44,48,91.7,31,40,77.5,7,9,77.8,0.0,0,2,1,1,2
Carlos Vinícius,BRA,FW,Tottenham,25.0,9,3,308,3.4,1,0,1,0.29,0.0,0.29,0.29,0.29,1.4,1.4,0.1,1.5,0.4,0.03,0.43,0.4,0.43,1,0,1,0,0,1,1,100.0,0,51,14,27.5,4,21,26,2,0,0,2,1,2,5,0,25,44,56.8,344,57,9,19,47.4,8,13,61.5,2,5,40.0,-0.1,2,2,1,0,3
Vitinha,POR,MF,Wolves,20.0,19,5,520,5.8,0,1,0,0.0,0.17,0.17,0.0,0.17,0.6,0.6,0.7,1.3,0.1,0.12,0.22,0.1,0.22,10,7,3,6,1,0,7,0.0,7,127,41,32.3,30,76,21,3,0,0,3,4,14,2,0,290,329,88.1,4834,678,137,153,89.5,117,122,95.9,27,40,67.5,0.3,12,21,3,0,12
Jake Vokins,ENG,DF,Southampton,20.0,1,1,66,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.22,0.22,0.0,0.22,0,0,0,0,0,0,1,0.0,1,10,2,20.0,6,4,0,0,0,0,0,0,0,1,0,20,22,90.9,371,115,7,7,100.0,13,13,100.0,0,1,0.0,-0.2,2,0,2,1,3
Matěj Vydra,CZE,FW,Burnley,28.0,28,15,1371,15.2,3,2,3,0.2,0.13,0.33,0.2,0.33,6.1,6.1,1.8,7.8,0.4,0.12,0.51,0.4,0.51,9,6,3,3,3,1,9,11.1,8,281,79,28.1,11,103,167,15,1,0,14,5,14,7,0,193,266,72.6,2434,375,131,172,76.2,42,54,77.8,9,14,64.3,0.2,14,7,9,2,13
Kyle Walker,ENG,DF,Manchester City,30.0,24,22,1946,21.6,1,1,1,0.05,0.05,0.09,0.05,0.09,0.2,0.2,0.5,0.8,0.01,0.02,0.04,0.01,0.04,37,27,19,14,4,19,35,54.3,16,236,78,33.1,88,112,36,29,7,0,22,15,52,38,0,1695,1897,89.4,33841,8941,623,670,93.0,830,889,93.4,228,298,76.5,0.5,7,193,12,2,107
Kyle Walker-Peters,ENG,DF,Southampton,23.0,30,30,2645,29.4,0,2,0,0.0,0.07,0.07,0.0,0.07,1.1,1.1,1.4,2.5,0.04,0.05,0.08,0.04,0.08,83,43,57,23,3,26,57,45.6,31,421,126,29.9,220,159,42,70,15,0,55,40,123,68,1,1295,1613,80.3,21589,7161,655,715,91.6,503,622,80.9,110,195,56.4,0.6,17,59,16,2,92
Aaron Wan-Bissaka,ENG,DF,Manchester Utd,22.0,34,34,3060,34.0,2,4,2,0.06,0.12,0.18,0.06,0.18,0.9,0.9,2.4,3.3,0.03,0.07,0.1,0.03,0.1,97,52,60,30,7,21,40,52.5,19,434,140,32.3,195,169,70,113,17,0,96,66,163,108,0,1775,2065,86.0,26841,9551,1008,1094,92.1,665,760,87.5,71,125,56.8,1.6,30,88,33,14,125
Joel Ward,ENG,DF,Crystal Palace,30.0,26,25,2256,25.1,0,1,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,0.4,0.5,0.0,0.02,0.02,0.0,0.02,46,26,35,11,0,19,39,48.7,20,356,92,25.8,203,109,44,49,9,0,40,52,98,115,1,783,1078,72.6,13152,6479,391,447,87.5,295,395,74.7,73,171,42.7,0.6,7,61,10,2,69
James Ward-Prowse,ENG,MF,Southampton,25.0,38,38,3420,38.0,8,7,5,0.21,0.18,0.39,0.13,0.32,5.3,2.2,4.1,6.3,0.14,0.11,0.25,0.06,0.17,84,57,34,43,7,29,74,39.2,45,630,207,32.9,220,324,86,71,5,0,66,44,128,76,0,2117,2619,80.8,37952,10063,939,1040,90.3,914,1011,90.4,224,498,45.0,2.9,57,155,24,1,155
Ollie Watkins,ENG,FW,Aston Villa,24.0,37,37,3328,37.0,14,5,13,0.38,0.14,0.51,0.35,0.49,16.0,14.5,4.2,18.7,0.43,0.11,0.55,0.39,0.51,35,22,5,18,12,10,30,33.3,20,626,166,26.5,36,246,344,19,3,0,16,12,47,25,0,606,832,72.8,8190,1449,395,506,78.1,167,222,75.2,19,37,51.4,0.8,42,40,25,3,45
Caleb Watts,AUS,MFFW,Southampton,18.0,3,0,39,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0,0,2,5,40.0,3,20,7,35.0,9,8,3,3,0,0,3,0,2,0,0,8,13,61.5,161,41,4,7,57.1,3,5,60.0,1,1,100.0,0.0,0,0,1,1,0
Adam Webster,ENG,DF,Brighton,25.0,29,29,2594,28.8,1,0,1,0.03,0.0,0.03,0.03,0.03,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05,30,21,18,10,2,14,32,43.8,18,214,87,40.7,97,93,24,51,21,1,30,40,70,123,0,1484,1794,82.7,32506,11319,406,468,86.8,799,889,89.9,269,400,67.3,-0.2,6,132,7,1,110
Danny Welbeck,ENG,FW,Brighton,29.0,24,17,1545,17.2,6,1,6,0.35,0.06,0.41,0.35,0.41,6.8,6.0,2.2,8.2,0.39,0.13,0.52,0.35,0.48,12,8,3,6,3,4,15,26.7,11,255,61,23.9,43,99,113,23,3,0,20,5,17,11,0,219,268,81.7,2962,603,141,166,84.9,56,63,88.9,12,16,75.0,-1.2,22,13,6,1,21
Timo Werner,GER,FW,Chelsea,24.0,35,29,2602,28.9,6,8,6,0.21,0.28,0.48,0.21,0.48,11.9,11.9,6.1,18.0,0.41,0.21,0.62,0.41,0.62,28,18,9,14,5,10,42,23.8,32,380,111,29.2,68,155,157,24,1,0,23,6,34,4,0,638,826,77.2,9609,1894,349,429,81.4,240,279,86.0,27,53,50.9,1.9,34,31,23,6,56
Ashley Westwood,ENG,MF,Burnley,30.0,38,38,3410,37.9,3,3,3,0.08,0.08,0.16,0.08,0.16,1.1,1.1,5.0,6.2,0.03,0.13,0.16,0.03,0.16,25,14,9,12,4,5,40,12.5,35,492,133,27.0,155,265,72,50,10,0,40,48,73,49,0,1567,2125,73.7,33232,10582,554,622,89.1,647,780,82.9,323,642,50.3,-2.0,49,181,73,12,202
Ben White,ENG,DFMF,Brighton,22.0,36,36,3191,35.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.4,0.02,0.02,0.04,0.02,0.04,56,33,28,24,4,24,64,37.5,40,409,142,34.7,184,188,37,69,25,0,44,45,101,78,2,1470,1766,83.2,30785,9425,487,540,90.2,729,816,89.3,241,375,64.3,-0.7,8,111,20,2,116
Georginio Wijnaldum,NED,MF,Liverpool,29.0,38,34,2941,32.7,2,0,2,0.06,0.0,0.06,0.06,0.06,3.2,3.2,1.7,4.9,0.1,0.05,0.15,0.1,0.15,30,24,9,16,5,9,34,26.5,25,425,154,36.2,122,215,88,37,3,0,34,25,55,24,1,1630,1747,93.3,28047,5426,780,824,94.7,663,699,94.8,153,171,89.5,-1.7,22,140,21,1,93
Brandon Williams,ENG,DF,Manchester Utd,19.0,4,2,188,2.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,1,1,0,1,0,0,1,0.0,1,15,4,26.7,6,8,1,5,0,0,5,9,10,3,0,120,140,85.7,2062,741,62,66,93.9,45,55,81.8,12,14,85.7,0.0,1,8,2,1,6
Neco Williams,WAL,DF,Liverpool,19.0,6,3,249,2.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.03,0.1,0.13,0.03,0.13,6,5,4,2,0,3,8,37.5,5,45,13,28.9,17,18,10,8,1,0,7,5,11,4,0,156,213,73.2,2548,872,81,91,89.0,54,66,81.8,14,33,42.4,-0.3,3,10,1,1,17
Rhys Williams,ENG,DF,Liverpool,19.0,9,7,661,7.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.07,0.05,0.13,0.07,0.13,6,2,2,4,0,1,2,50.0,1,54,15,27.8,29,21,4,5,4,0,1,8,14,67,1,415,451,92.0,9374,2316,91,100,91.0,228,239,95.4,93,107,86.9,-0.4,2,21,1,0,13
Willian,BRA,FWMF,Arsenal,31.0,25,16,1406,15.6,1,5,1,0.06,0.32,0.38,0.06,0.38,2.1,2.1,2.5,4.6,0.13,0.16,0.29,0.13,0.29,16,6,8,7,1,7,25,28.0,18,192,49,25.5,44,77,71,22,0,0,22,12,28,4,0,624,787,79.3,11784,2300,279,316,88.3,255,303,84.2,85,151,56.3,2.5,29,34,30,10,49
Joe Willock,ENG,MF,Newcastle Utd,20.0,14,11,978,10.9,8,0,8,0.74,0.0,0.74,0.74,0.74,3.6,2.6,0.7,3.4,0.33,0.07,0.4,0.24,0.31,34,25,20,10,4,11,48,22.9,37,331,60,18.1,141,129,61,30,5,0,25,32,66,15,0,180,234,76.9,2983,1140,89,102,87.3,63,82,76.8,18,33,54.5,-0.7,8,19,7,2,28
Callum Wilson,ENG,FW,Newcastle Utd,28.0,26,23,2084,23.2,12,5,8,0.52,0.22,0.73,0.35,0.56,11.3,8.2,2.2,10.5,0.49,0.1,0.58,0.36,0.45,13,10,2,6,5,3,12,25.0,9,335,90,26.9,33,139,163,18,3,0,15,3,16,12,1,255,366,69.7,3521,684,148,198,74.7,81,105,77.1,9,14,64.3,2.8,14,10,13,0,20
Harry Winks,ENG,MF,Tottenham,24.0,15,9,861,9.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.01,0.03,0.04,0.01,0.04,24,14,15,9,0,9,22,40.9,13,161,52,32.3,70,74,17,12,4,0,8,16,40,12,0,554,658,84.2,10474,2951,230,252,91.3,243,270,90.0,72,110,65.5,-0.3,5,73,6,0,54
Chris Wood,NZL,FW,Burnley,28.0,33,32,2741,30.5,12,3,10,0.39,0.1,0.49,0.33,0.43,13.3,11.8,2.2,14.0,0.44,0.07,0.51,0.39,0.46,17,11,4,3,10,6,17,35.3,11,354,91,25.7,20,131,203,27,4,0,23,5,22,19,0,440,658,66.9,5847,916,273,381,71.7,127,187,67.9,13,23,56.5,0.8,23,24,5,0,34
Granit Xhaka,SUI,MFDF,Arsenal,27.0,31,29,2522,28.0,1,2,1,0.04,0.07,0.11,0.04,0.11,0.8,0.8,1.6,2.4,0.03,0.06,0.09,0.03,0.09,58,37,23,22,13,33,64,51.6,31,346,96,27.7,108,161,77,33,7,0,26,25,83,55,1,1945,2164,89.9,39353,10257,702,767,91.5,912,975,93.5,310,374,82.9,0.4,18,268,29,1,213
Andriy Yarmolenko,UKR,FWMF,West Ham,30.0,15,1,375,4.2,0,1,0,0.0,0.24,0.24,0.0,0.24,0.4,0.4,1.0,1.4,0.1,0.23,0.33,0.1,0.33,6,4,3,2,1,1,6,16.7,5,56,21,37.5,22,21,13,7,0,0,7,3,9,1,0,124,157,79.0,2158,584,70,79,88.6,36,50,72.0,17,24,70.8,0.0,5,10,6,2,11
DeAndre Yedlin,USA,DF,Newcastle Utd,27.0,6,5,436,4.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,10,6,10,0,0,4,12,33.3,8,65,20,30.8,37,17,11,9,1,0,8,3,13,19,0,111,172,64.5,1760,809,61,76,80.3,36,55,65.5,11,31,35.5,-0.1,3,5,6,1,13
Okay Yokuşlu,TUR,MF,West Brom,26.0,16,15,1317,14.6,0,1,0,0.0,0.07,0.07,0.0,0.07,0.9,0.9,0.6,1.5,0.06,0.04,0.1,0.06,0.1,47,33,25,20,2,16,37,43.2,21,285,90,31.6,128,132,25,25,3,0,22,42,89,40,1,441,530,83.2,7663,2263,211,236,89.4,152,186,81.7,59,76,77.6,0.4,5,27,3,0,42
Wilfried Zaha,CIV,FW,Crystal Palace,27.0,30,29,2612,29.0,11,2,9,0.38,0.07,0.45,0.31,0.38,7.5,5.9,3.3,9.2,0.26,0.11,0.37,0.2,0.32,34,24,15,14,5,9,30,30.0,21,568,139,24.5,108,274,186,21,0,0,21,27,61,2,0,590,778,75.8,8928,2221,347,426,81.5,178,218,81.7,42,69,60.9,-1.3,27,29,36,5,72
Andre-Frank Zambo Anguissa,CMR,MF,Fulham,24.0,36,29,2587,28.7,0,3,0,0.0,0.1,0.1,0.0,0.1,1.8,1.8,2.2,4.1,0.06,0.08,0.14,0.06,0.14,87,53,27,46,14,23,57,40.4,34,561,164,29.2,171,275,115,47,7,0,40,55,142,34,1,1197,1410,84.9,20529,4894,552,631,87.5,530,589,90.0,90,132,68.2,0.8,27,134,23,5,114
Andi Zeqiri,SUI,FWDF,Brighton,21.0,9,0,171,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.33,0.04,0.37,0.33,0.37,3,3,0,2,1,0,1,0.0,1,39,9,23.1,8,20,11,2,1,0,1,0,3,1,0,20,43,46.5,308,84,11,18,61.1,7,13,53.8,1,8,12.5,-0.1,1,2,1,1,4
Oleksandr Zinchenko,UKR,DF,Manchester City,23.0,20,15,1478,16.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.3,2.1,0.04,0.08,0.13,0.04,0.13,21,13,9,7,5,14,28,50.0,14,149,45,30.2,56,64,29,26,4,0,22,20,41,49,0,1331,1475,90.2,21806,6052,697,734,95.0,522,567,92.1,95,139,68.3,-1.3,13,108,14,0,93
Hakim Ziyech,MAR,FWMF,Chelsea,27.0,23,15,1172,13.0,2,3,2,0.15,0.23,0.38,0.15,0.38,1.9,1.9,3.7,5.6,0.15,0.28,0.43,0.15,0.43,10,7,4,4,2,5,20,25.0,15,223,61,27.4,47,92,84,14,1,0,13,10,20,1,0,548,734,74.7,9413,2551,272,316,86.1,198,237,83.5,63,141,44.7,-0.7,34,47,32,6,70
Kurt Zouma,FRA,DF,Chelsea,25.0,24,22,2029,22.5,5,0,5,0.22,0.0,0.22,0.22,0.22,1.8,1.8,0.0,1.9,0.08,0.0,0.08,0.08,0.08,21,13,12,7,2,6,11,54.5,5,109,40,36.7,52,53,4,23,12,0,11,26,47,129,2,1580,1720,91.9,34007,8862,436,457,95.4,880,925,95.1,254,319,79.6,0.0,2,96,3,0,66
Martin Ødegaard,NOR,MF,Arsenal,21.0,14,9,866,9.6,1,2,1,0.1,0.21,0.31,0.1,0.31,1.1,1.1,2.1,3.2,0.11,0.22,0.33,0.11,0.33,7,5,1,4,2,2,10,20.0,8,184,44,23.9,36,79,69,3,0,0,3,5,12,5,0,450,521,86.4,7319,1776,224,234,95.7,167,189,88.4,40,68,58.8,-0.1,21,34,18,1,48
